Date,TATAMOTORS.NS
2021-05-11,315.54998779296875
2021-05-12,326.0
2021-05-14,312.25
2021-05-17,321.1000061035156
2021-05-18,332.45001220703125
2021-05-19,314.45001220703125
2021-05-20,307.70001220703125
2021-05-21,313.1000061035156
2021-05-24,311.8500061035156
2021-05-25,315.25
2021-05-26,315.5
2021-05-27,318.6000061035156
2021-05-28,318.75
2021-05-31,318.75
2021-06-01,318.1000061035156
2021-06-02,323.0
2021-06-03,325.6499938964844
2021-06-04,334.95001220703125
2021-06-07,345.5
2021-06-08,352.75
2021-06-09,343.3500061035156
2021-06-10,344.75
2021-06-11,350.75
2021-06-14,355.95001220703125
2021-06-15,352.70001220703125
2021-06-16,349.3500061035156
2021-06-17,345.6499938964844
2021-06-18,337.3999938964844
2021-06-21,334.29998779296875
2021-06-22,337.8999938964844
